,raceId,driverId,startingGridPosition,position,constructorId,lap,driverCode,year,raceName,circuitId,AirTemp,Humidity,TrackTemp,WindSpeed,WasRainingDuringRaceAnyTime,positionDiff,teamName,circuitRef,circuitName,tireChange
1126,844,24,20,22,164,37,LIU,2011,Turkish Grand Prix,5,,,,,,-2,HRT,istanbul,Istanbul Park,
1151,845,20,2,1,9,9,VET,2011,Spanish Grand Prix,4,,,,,,1,Red Bull,catalunya,Circuit de Barcelona-Catalunya,
1152,845,20,2,1,9,18,VET,2011,Spanish Grand Prix,4,,,,,,1,Red Bull,catalunya,Circuit de Barcelona-Catalunya,
1153,845,20,2,1,9,34,VET,2011,Spanish Grand Prix,4,,,,,,1,Red Bull,catalunya,Circuit de Barcelona-Catalunya,
1154,845,20,2,1,9,48,VET,2011,Spanish Grand Prix,4,,,,,,1,Red Bull,catalunya,Circuit de Barcelona-Catalunya,
1205,845,1,3,2,1,11,HAM,2011,Spanish Grand Prix,4,,,,,,1,McLaren,catalunya,Circuit de Barcelona-Catalunya,
1206,845,1,3,2,1,23,HAM,2011,Spanish Grand Prix,4,,,,,,1,McLaren,catalunya,Circuit de Barcelona-Catalunya,
1207,845,1,3,2,1,35,HAM,2011,Spanish Grand Prix,4,,,,,,1,McLaren,catalunya,Circuit de Barcelona-Catalunya,
1208,845,1,3,2,1,49,HAM,2011,Spanish Grand Prix,4,,,,,,1,McLaren,catalunya,Circuit de Barcelona-Catalunya,
1209,845,18,5,3,1,14,BUT,2011,Spanish Grand Prix,4,,,,,,2,McLaren,catalunya,Circuit de Barcelona-Catalunya,
1210,845,18,5,3,1,30,BUT,2011,Spanish Grand Prix,4,,,,,,2,McLaren,catalunya,Circuit de Barcelona-Catalunya,
1211,845,18,5,3,1,48,BUT,2011,Spanish Grand Prix,4,,,,,,2,McLaren,catalunya,Circuit de Barcelona-Catalunya,
1155,845,17,1,4,9,10,WEB,2011,Spanish Grand Prix,4,,,,,,-3,Red Bull,catalunya,Circuit de Barcelona-Catalunya,
1156,845,17,1,4,9,19,WEB,2011,Spanish Grand Prix,4,,,,,,-3,Red Bull,catalunya,Circuit de Barcelona-Catalunya,
1157,845,17,1,4,9,29,WEB,2011,Spanish Grand Prix,4,,,,,,-3,Red Bull,catalunya,Circuit de Barcelona-Catalunya,
1158,845,17,1,4,9,47,WEB,2011,Spanish Grand Prix,4,,,,,,-3,Red Bull,catalunya,Circuit de Barcelona-Catalunya,
1269,845,4,4,5,6,10,ALO,2011,Spanish Grand Prix,4,,,,,,-1,Ferrari,catalunya,Circuit de Barcelona-Catalunya,
1270,845,4,4,5,6,19,ALO,2011,Spanish Grand Prix,4,,,,,,-1,Ferrari,catalunya,Circuit de Barcelona-Catalunya,
1271,845,4,4,5,6,29,ALO,2011,Spanish Grand Prix,4,,,,,,-1,Ferrari,catalunya,Circuit de Barcelona-Catalunya,
1272,845,4,4,5,6,39,ALO,2011,Spanish Grand Prix,4,,,,,,-1,Ferrari,catalunya,Circuit de Barcelona-Catalunya,
1442,845,30,10,6,131,10,MSC,2011,Spanish Grand Prix,4,,,,,,4,Mercedes,catalunya,Circuit de Barcelona-Catalunya,
1443,845,30,10,6,131,26,MSC,2011,Spanish Grand Prix,4,,,,,,4,Mercedes,catalunya,Circuit de Barcelona-Catalunya,
1444,845,30,10,6,131,41,MSC,2011,Spanish Grand Prix,4,,,,,,4,Mercedes,catalunya,Circuit de Barcelona-Catalunya,
1445,845,3,7,7,131,11,ROS,2011,Spanish Grand Prix,4,,,,,,0,Mercedes,catalunya,Circuit de Barcelona-Catalunya,
1446,845,3,7,7,131,27,ROS,2011,Spanish Grand Prix,4,,,,,,0,Mercedes,catalunya,Circuit de Barcelona-Catalunya,
1447,845,3,7,7,131,42,ROS,2011,Spanish Grand Prix,4,,,,,,0,Mercedes,catalunya,Circuit de Barcelona-Catalunya,
1250,845,2,24,8,4,21,HEI,2011,Spanish Grand Prix,4,,,,,,16,Renault,catalunya,Circuit de Barcelona-Catalunya,
1251,845,2,24,8,4,36,HEI,2011,Spanish Grand Prix,4,,,,,,16,Renault,catalunya,Circuit de Barcelona-Catalunya,
1252,845,2,24,8,4,50,HEI,2011,Spanish Grand Prix,4,,,,,,16,Renault,catalunya,Circuit de Barcelona-Catalunya,
1407,845,815,12,9,15,7,PER,2011,Spanish Grand Prix,4,,,,,,3,Sauber,catalunya,Circuit de Barcelona-Catalunya,
1408,845,815,12,9,15,29,PER,2011,Spanish Grand Prix,4,,,,,,3,Sauber,catalunya,Circuit de Barcelona-Catalunya,
1409,845,815,12,9,15,47,PER,2011,Spanish Grand Prix,4,,,,,,3,Sauber,catalunya,Circuit de Barcelona-Catalunya,
1404,845,155,14,10,15,1,KOB,2011,Spanish Grand Prix,4,,,,,,4,Sauber,catalunya,Circuit de Barcelona-Catalunya,
1405,845,155,14,10,15,25,KOB,2011,Spanish Grand Prix,4,,,,,,4,Sauber,catalunya,Circuit de Barcelona-Catalunya,
1406,845,155,14,10,15,44,KOB,2011,Spanish Grand Prix,4,,,,,,4,Sauber,catalunya,Circuit de Barcelona-Catalunya,
1247,845,808,6,11,4,11,PET,2011,Spanish Grand Prix,4,,,,,,-5,Renault,catalunya,Circuit de Barcelona-Catalunya,
1248,845,808,6,11,4,26,PET,2011,Spanish Grand Prix,4,,,,,,-5,Renault,catalunya,Circuit de Barcelona-Catalunya,
1249,845,808,6,11,4,41,PET,2011,Spanish Grand Prix,4,,,,,,-5,Renault,catalunya,Circuit de Barcelona-Catalunya,
1361,845,814,16,12,10,15,DIR,2011,Spanish Grand Prix,4,,,,,,4,Force India,catalunya,Circuit de Barcelona-Catalunya,
1362,845,814,16,12,10,32,DIR,2011,Spanish Grand Prix,4,,,,,,4,Force India,catalunya,Circuit de Barcelona-Catalunya,
1363,845,814,16,12,10,51,DIR,2011,Spanish Grand Prix,4,,,,,,4,Force India,catalunya,Circuit de Barcelona-Catalunya,
1358,845,16,17,13,10,13,SUT,2011,Spanish Grand Prix,4,,,,,,4,Force India,catalunya,Circuit de Barcelona-Catalunya,
1359,845,16,17,13,10,30,SUT,2011,Spanish Grand Prix,4,,,,,,4,Force India,catalunya,Circuit de Barcelona-Catalunya,
1360,845,16,17,13,10,48,SUT,2011,Spanish Grand Prix,4,,,,,,4,Force India,catalunya,Circuit de Barcelona-Catalunya,
1315,845,67,11,14,5,9,BUE,2011,Spanish Grand Prix,4,,,,,,-3,Toro Rosso,catalunya,Circuit de Barcelona-Catalunya,
1316,845,67,11,14,5,25,BUE,2011,Spanish Grand Prix,4,,,,,,-3,Toro Rosso,catalunya,Circuit de Barcelona-Catalunya,
1317,845,67,11,14,5,42,BUE,2011,Spanish Grand Prix,4,,,,,,-3,Toro Rosso,catalunya,Circuit de Barcelona-Catalunya,
1488,845,813,9,15,3,8,MAL,2011,Spanish Grand Prix,4,,,,,,-6,Williams,catalunya,Circuit de Barcelona-Catalunya,
1489,845,813,9,15,3,20,MAL,2011,Spanish Grand Prix,4,,,,,,-6,Williams,catalunya,Circuit de Barcelona-Catalunya,
1490,845,813,9,15,3,36,MAL,2011,Spanish Grand Prix,4,,,,,,-6,Williams,catalunya,Circuit de Barcelona-Catalunya,
1491,845,813,9,15,3,53,MAL,2011,Spanish Grand Prix,4,,,,,,-6,Williams,catalunya,Circuit de Barcelona-Catalunya,
1318,845,153,13,16,5,11,ALG,2011,Spanish Grand Prix,4,,,,,,-3,Toro Rosso,catalunya,Circuit de Barcelona-Catalunya,
1319,845,153,13,16,5,24,ALG,2011,Spanish Grand Prix,4,,,,,,-3,Toro Rosso,catalunya,Circuit de Barcelona-Catalunya,
1320,845,153,13,16,5,36,ALG,2011,Spanish Grand Prix,4,,,,,,-3,Toro Rosso,catalunya,Circuit de Barcelona-Catalunya,
1321,845,153,13,16,5,50,ALG,2011,Spanish Grand Prix,4,,,,,,-3,Toro Rosso,catalunya,Circuit de Barcelona-Catalunya,
1484,845,22,19,17,3,11,BAR,2011,Spanish Grand Prix,4,,,,,,2,Williams,catalunya,Circuit de Barcelona-Catalunya,
1485,845,22,19,17,3,23,BAR,2011,Spanish Grand Prix,4,,,,,,2,Williams,catalunya,Circuit de Barcelona-Catalunya,
1486,845,22,19,17,3,35,BAR,2011,Spanish Grand Prix,4,,,,,,2,Williams,catalunya,Circuit de Barcelona-Catalunya,
1487,845,22,19,17,3,54,BAR,2011,Spanish Grand Prix,4,,,,,,2,Williams,catalunya,Circuit de Barcelona-Catalunya,
1395,845,15,18,18,205,15,TRU,2011,Spanish Grand Prix,4,,,,,,0,Lotus,catalunya,Circuit de Barcelona-Catalunya,
1396,845,15,18,18,205,29,TRU,2011,Spanish Grand Prix,4,,,,,,0,Lotus,catalunya,Circuit de Barcelona-Catalunya,
1397,845,15,18,18,205,43,TRU,2011,Spanish Grand Prix,4,,,,,,0,Lotus,catalunya,Circuit de Barcelona-Catalunya,
1401,845,10,20,19,166,16,GLO,2011,Spanish Grand Prix,4,,,,,,1,Virgin,catalunya,Circuit de Barcelona-Catalunya,
1402,845,10,20,19,166,38,GLO,2011,Spanish Grand Prix,4,,,,,,1,Virgin,catalunya,Circuit de Barcelona-Catalunya,
1403,845,10,20,19,166,53,GLO,2011,Spanish Grand Prix,4,,,,,,1,Virgin,catalunya,Circuit de Barcelona-Catalunya,
1398,845,816,23,20,166,17,DAM,2011,Spanish Grand Prix,4,,,,,,3,Virgin,catalunya,Circuit de Barcelona-Catalunya,
1399,845,816,23,20,166,34,DAM,2011,Spanish Grand Prix,4,,,,,,3,Virgin,catalunya,Circuit de Barcelona-Catalunya,
1400,845,816,23,20,166,49,DAM,2011,Spanish Grand Prix,4,,,,,,3,Virgin,catalunya,Circuit de Barcelona-Catalunya,
1540,845,39,22,21,164,14,KAR,2011,Spanish Grand Prix,4,,,,,,1,HRT,catalunya,Circuit de Barcelona-Catalunya,
1541,845,39,22,21,164,28,KAR,2011,Spanish Grand Prix,4,,,,,,1,HRT,catalunya,Circuit de Barcelona-Catalunya,
1542,845,39,22,21,164,47,KAR,2011,Spanish Grand Prix,4,,,,,,1,HRT,catalunya,Circuit de Barcelona-Catalunya,
1648,846,20,1,1,9,16,VET,2011,Monaco Grand Prix,6,,,,,,0,Red Bull,monaco,Circuit de Monaco,
1702,846,4,4,2,6,17,ALO,2011,Monaco Grand Prix,6,,,,,,2,Ferrari,monaco,Circuit de Monaco,
1703,846,4,4,2,6,34,ALO,2011,Monaco Grand Prix,6,,,,,,2,Ferrari,monaco,Circuit de Monaco,
1674,846,18,2,3,1,15,BUT,2011,Monaco Grand Prix,6,,,,,,-1,McLaren,monaco,Circuit de Monaco,
1675,846,18,2,3,1,33,BUT,2011,Monaco Grand Prix,6,,,,,,-1,McLaren,monaco,Circuit de Monaco,
1676,846,18,2,3,1,48,BUT,2011,Monaco Grand Prix,6,,,,,,-1,McLaren,monaco,Circuit de Monaco,
1649,846,17,3,4,9,16,WEB,2011,Monaco Grand Prix,6,,,,,,-1,Red Bull,monaco,Circuit de Monaco,
1650,846,17,3,4,9,55,WEB,2011,Monaco Grand Prix,6,,,,,,-1,Red Bull,monaco,Circuit de Monaco,
1766,846,155,12,5,15,34,KOB,2011,Monaco Grand Prix,6,,,,,,7,Sauber,monaco,Circuit de Monaco,
1671,846,1,9,6,1,22,HAM,2011,Monaco Grand Prix,6,,,,,,3,McLaren,monaco,Circuit de Monaco,
1672,846,1,9,6,1,43,HAM,2011,Monaco Grand Prix,6,,,,,,3,McLaren,monaco,Circuit de Monaco,
1673,846,1,9,6,1,49,HAM,2011,Monaco Grand Prix,6,,,,,,3,McLaren,monaco,Circuit de Monaco,
1734,846,16,14,7,10,34,SUT,2011,Monaco Grand Prix,6,,,,,,7,Force India,monaco,Circuit de Monaco,
1735,846,16,14,7,10,68,SUT,2011,Monaco Grand Prix,6,,,,,,7,Force India,monaco,Circuit de Monaco,
1695,846,2,15,8,4,33,HEI,2011,Monaco Grand Prix,6,,,,,,7,Renault,monaco,Circuit de Monaco,
1696,846,2,15,8,4,69,HEI,2011,Monaco Grand Prix,6,,,,,,7,Renault,monaco,Circuit de Monaco,
1801,846,22,11,9,3,32,BAR,2011,Monaco Grand Prix,6,,,,,,2,Williams,monaco,Circuit de Monaco,
1802,846,22,11,9,3,68,BAR,2011,Monaco Grand Prix,6,,,,,,2,Williams,monaco,Circuit de Monaco,
1721,846,67,16,10,5,33,BUE,2011,Monaco Grand Prix,6,,,,,,6,Toro Rosso,monaco,Circuit de Monaco,
1722,846,67,16,10,5,62,BUE,2011,Monaco Grand Prix,6,,,,,,6,Toro Rosso,monaco,Circuit de Monaco,
1778,846,3,7,11,131,15,ROS,2011,Monaco Grand Prix,6,,,,,,-4,Mercedes,monaco,Circuit de Monaco,
1779,846,3,7,11,131,33,ROS,2011,Monaco Grand Prix,6,,,,,,-4,Mercedes,monaco,Circuit de Monaco,
1780,846,3,7,11,131,53,ROS,2011,Monaco Grand Prix,6,,,,,,-4,Mercedes,monaco,Circuit de Monaco,
1736,846,814,13,12,10,20,DIR,2011,Monaco Grand Prix,6,,,,,,1,Force India,monaco,Circuit de Monaco,
1737,846,814,13,12,10,27,DIR,2011,Monaco Grand Prix,6,,,,,,1,Force India,monaco,Circuit de Monaco,
1738,846,814,13,12,10,32,DIR,2011,Monaco Grand Prix,6,,,,,,1,Force India,monaco,Circuit de Monaco,
1760,846,15,18,13,205,24,TRU,2011,Monaco Grand Prix,6,,,,,,5,Lotus,monaco,Circuit de Monaco,
1761,846,15,18,13,205,46,TRU,2011,Monaco Grand Prix,6,,,,,,5,Lotus,monaco,Circuit de Monaco,
1762,846,5,17,14,205,19,KOV,2011,Monaco Grand Prix,6,,,,,,3,Lotus,monaco,Circuit de Monaco,
1763,846,5,17,14,205,52,KOV,2011,Monaco Grand Prix,6,,,,,,3,Lotus,monaco,Circuit de Monaco,
1764,846,816,21,15,166,33,DAM,2011,Monaco Grand Prix,6,,,,,,6,Virgin,monaco,Circuit de Monaco,
1765,846,816,21,15,166,63,DAM,2011,Monaco Grand Prix,6,,,,,,6,Virgin,monaco,Circuit de Monaco,
1832,846,24,23,16,164,32,LIU,2011,Monaco Grand Prix,6,,,,,,7,HRT,monaco,Circuit de Monaco,
1833,846,39,22,17,164,25,KAR,2011,Monaco Grand Prix,6,,,,,,5,HRT,monaco,Circuit de Monaco,
1834,846,39,22,17,164,33,KAR,2011,Monaco Grand Prix,6,,,,,,5,HRT,monaco,Circuit de Monaco,
1803,846,813,8,18,3,25,MAL,2011,Monaco Grand Prix,6,,,,,,-10,Williams,monaco,Circuit de Monaco,
1804,846,813,8,18,3,54,MAL,2011,Monaco Grand Prix,6,,,,,,-10,Williams,monaco,Circuit de Monaco,
1922,847,18,7,1,1,8,BUT,2011,Canadian Grand Prix,7,,,,,,6,McLaren,villeneuve,Circuit Gilles Villeneuve,
1923,847,18,7,1,1,13,BUT,2011,Canadian Grand Prix,7,,,,,,6,McLaren,villeneuve,Circuit Gilles Villeneuve,
1924,847,18,7,1,1,19,BUT,2011,Canadian Grand Prix,7,,,,,,6,McLaren,villeneuve,Circuit Gilles Villeneuve,
1925,847,18,7,1,1,35,BUT,2011,Canadian Grand Prix,7,,,,,,6,McLaren,villeneuve,Circuit Gilles Villeneuve,
1926,847,18,7,1,1,37,BUT,2011,Canadian Grand Prix,7,,,,,,6,McLaren,villeneuve,Circuit Gilles Villeneuve,
1927,847,18,7,1,1,51,BUT,2011,Canadian Grand Prix,7,,,,,,6,McLaren,villeneuve,Circuit Gilles Villeneuve,
1893,847,20,1,2,9,20,VET,2011,Canadian Grand Prix,7,,,,,,-1,Red Bull,villeneuve,Circuit Gilles Villeneuve,
1894,847,20,1,2,9,37,VET,2011,Canadian Grand Prix,7,,,,,,-1,Red Bull,villeneuve,Circuit Gilles Villeneuve,
1895,847,20,1,2,9,53,VET,2011,Canadian Grand Prix,7,,,,,,-1,Red Bull,villeneuve,Circuit Gilles Villeneuve,
1896,847,17,4,3,9,20,WEB,2011,Canadian Grand Prix,7,,,,,,1,Red Bull,villeneuve,Circuit Gilles Villeneuve,
1897,847,17,4,3,9,36,WEB,2011,Canadian Grand Prix,7,,,,,,1,Red Bull,villeneuve,Circuit Gilles Villeneuve,
1898,847,17,4,3,9,50,WEB,2011,Canadian Grand Prix,7,,,,,,1,Red Bull,villeneuve,Circuit Gilles Villeneuve,
2071,847,30,8,4,131,18,MSC,2011,Canadian Grand Prix,7,,,,,,4,Mercedes,villeneuve,Circuit Gilles Villeneuve,
2072,847,30,8,4,131,21,MSC,2011,Canadian Grand Prix,7,,,,,,4,Mercedes,villeneuve,Circuit Gilles Villeneuve,
2073,847,30,8,4,131,34,MSC,2011,Canadian Grand Prix,7,,,,,,4,Mercedes,villeneuve,Circuit Gilles Villeneuve,
2074,847,30,8,4,131,52,MSC,2011,Canadian Grand Prix,7,,,,,,4,Mercedes,villeneuve,Circuit Gilles Villeneuve,
1946,847,808,10,5,4,36,PET,2011,Canadian Grand Prix,7,,,,,,5,Renault,villeneuve,Circuit Gilles Villeneuve,
1947,847,808,10,5,4,53,PET,2011,Canadian Grand Prix,7,,,,,,5,Renault,villeneuve,Circuit Gilles Villeneuve,
1955,847,13,3,6,6,21,MAS,2011,Canadian Grand Prix,7,,,,,,-3,Ferrari,villeneuve,Circuit Gilles Villeneuve,
1956,847,13,3,6,6,36,MAS,2011,Canadian Grand Prix,7,,,,,,-3,Ferrari,villeneuve,Circuit Gilles Villeneuve,
1957,847,13,3,6,6,52,MAS,2011,Canadian Grand Prix,7,,,,,,-3,Ferrari,villeneuve,Circuit Gilles Villeneuve,
1958,847,13,3,6,6,53,MAS,2011,Canadian Grand Prix,7,,,,,,-3,Ferrari,villeneuve,Circuit Gilles Villeneuve,
2047,847,155,13,7,15,36,KOB,2011,Canadian Grand Prix,7,,,,,,6,Sauber,villeneuve,Circuit Gilles Villeneuve,
2048,847,155,13,7,15,53,KOB,2011,Canadian Grand Prix,7,,,,,,6,Sauber,villeneuve,Circuit Gilles Villeneuve,
1990,847,153,24,8,5,19,ALG,2011,Canadian Grand Prix,7,,,,,,16,Toro Rosso,villeneuve,Circuit Gilles Villeneuve,
1991,847,153,24,8,5,35,ALG,2011,Canadian Grand Prix,7,,,,,,16,Toro Rosso,villeneuve,Circuit Gilles Villeneuve,
1992,847,153,24,8,5,51,ALG,2011,Canadian Grand Prix,7,,,,,,16,Toro Rosso,villeneuve,Circuit Gilles Villeneuve,
2100,847,22,16,9,3,15,BAR,2011,Canadian Grand Prix,7,,,,,,7,Williams,villeneuve,Circuit Gilles Villeneuve,
2101,847,22,16,9,3,19,BAR,2011,Canadian Grand Prix,7,,,,,,7,Williams,villeneuve,Circuit Gilles Villeneuve,
2102,847,22,16,9,3,34,BAR,2011,Canadian Grand Prix,7,,,,,,7,Williams,villeneuve,Circuit Gilles Villeneuve,
2103,847,22,16,9,3,50,BAR,2011,Canadian Grand Prix,7,,,,,,7,Williams,villeneuve,Circuit Gilles Villeneuve,
1986,847,67,15,10,5,17,BUE,2011,Canadian Grand Prix,7,,,,,,5,Toro Rosso,villeneuve,Circuit Gilles Villeneuve,
1987,847,67,15,10,5,20,BUE,2011,Canadian Grand Prix,7,,,,,,5,Toro Rosso,villeneuve,Circuit Gilles Villeneuve,
1988,847,67,15,10,5,34,BUE,2011,Canadian Grand Prix,7,,,,,,5,Toro Rosso,villeneuve,Circuit Gilles Villeneuve,
1989,847,67,15,10,5,50,BUE,2011,Canadian Grand Prix,7,,,,,,5,Toro Rosso,villeneuve,Circuit Gilles Villeneuve,
2075,847,3,6,11,131,17,ROS,2011,Canadian Grand Prix,7,,,,,,-5,Mercedes,villeneuve,Circuit Gilles Villeneuve,
2076,847,3,6,11,131,19,ROS,2011,Canadian Grand Prix,7,,,,,,-5,Mercedes,villeneuve,Circuit Gilles Villeneuve,
2077,847,3,6,11,131,36,ROS,2011,Canadian Grand Prix,7,,,,,,-5,Mercedes,villeneuve,Circuit Gilles Villeneuve,
2078,847,3,6,11,131,53,ROS,2011,Canadian Grand Prix,7,,,,,,-5,Mercedes,villeneuve,Circuit Gilles Villeneuve,
2049,847,37,17,12,15,35,DLR,2011,Canadian Grand Prix,7,,,,,,5,Sauber,villeneuve,Circuit Gilles Villeneuve,
2050,847,37,17,12,15,52,DLR,2011,Canadian Grand Prix,7,,,,,,5,Sauber,villeneuve,Circuit Gilles Villeneuve,
2123,847,24,20,13,164,9,LIU,2011,Canadian Grand Prix,7,,,,,,7,HRT,villeneuve,Circuit Gilles Villeneuve,
2124,847,24,20,13,164,35,LIU,2011,Canadian Grand Prix,7,,,,,,7,HRT,villeneuve,Circuit Gilles Villeneuve,
2125,847,24,20,13,164,52,LIU,2011,Canadian Grand Prix,7,,,,,,7,HRT,villeneuve,Circuit Gilles Villeneuve,
2126,847,39,22,14,164,37,KAR,2011,Canadian Grand Prix,7,,,,,,8,HRT,villeneuve,Circuit Gilles Villeneuve,
2127,847,39,22,14,164,51,KAR,2011,Canadian Grand Prix,7,,,,,,8,HRT,villeneuve,Circuit Gilles Villeneuve,
2040,847,816,23,15,166,17,DAM,2011,Canadian Grand Prix,7,,,,,,8,Virgin,villeneuve,Circuit Gilles Villeneuve,
2041,847,816,23,15,166,23,DAM,2011,Canadian Grand Prix,7,,,,,,8,Virgin,villeneuve,Circuit Gilles Villeneuve,
2042,847,816,23,15,166,33,DAM,2011,Canadian Grand Prix,7,,,,,,8,Virgin,villeneuve,Circuit Gilles Villeneuve,
2043,847,816,23,15,166,36,DAM,2011,Canadian Grand Prix,7,,,,,,8,Virgin,villeneuve,Circuit Gilles Villeneuve,
2044,847,816,23,15,166,52,DAM,2011,Canadian Grand Prix,7,,,,,,8,Virgin,villeneuve,Circuit Gilles Villeneuve,
2045,847,10,21,16,166,34,GLO,2011,Canadian Grand Prix,7,,,,,,5,Virgin,villeneuve,Circuit Gilles Villeneuve,
2046,847,10,21,16,166,51,GLO,2011,Canadian Grand Prix,7,,,,,,5,Virgin,villeneuve,Circuit Gilles Villeneuve,
2037,847,15,18,17,205,19,TRU,2011,Canadian Grand Prix,7,,,,,,1,Lotus,villeneuve,Circuit Gilles Villeneuve,
2038,847,15,18,17,205,36,TRU,2011,Canadian Grand Prix,7,,,,,,1,Lotus,villeneuve,Circuit Gilles Villeneuve,
2039,847,15,18,17,205,52,TRU,2011,Canadian Grand Prix,7,,,,,,1,Lotus,villeneuve,Circuit Gilles Villeneuve,
2012,847,814,11,18,10,35,DIR,2011,Canadian Grand Prix,7,,,,,,-7,Force India,villeneuve,Circuit Gilles Villeneuve,
2013,847,814,11,18,10,43,DIR,2011,Canadian Grand Prix,7,,,,,,-7,Force India,villeneuve,Circuit Gilles Villeneuve,
2014,847,814,11,18,10,50,DIR,2011,Canadian Grand Prix,7,,,,,,-7,Force India,villeneuve,Circuit Gilles Villeneuve,
2015,847,814,11,18,10,53,DIR,2011,Canadian Grand Prix,7,,,,,,-7,Force India,villeneuve,Circuit Gilles Villeneuve,
2166,848,20,1,1,9,14,VET,2011,European Grand Prix,12,,,,,,0,Red Bull,valencia,Valencia Street Circuit,
2167,848,20,1,1,9,30,VET,2011,European Grand Prix,12,,,,,,0,Red Bull,valencia,Valencia Street Circuit,
2168,848,20,1,1,9,47,VET,2011,European Grand Prix,12,,,,,,0,Red Bull,valencia,Valencia Street Circuit,
2190,848,4,4,2,6,14,ALO,2011,European Grand Prix,12,,,,,,2,Ferrari,valencia,Valencia Street Circuit,
2191,848,4,4,2,6,29,ALO,2011,European Grand Prix,12,,,,,,2,Ferrari,valencia,Valencia Street Circuit,
2192,848,4,4,2,6,45,ALO,2011,European Grand Prix,12,,,,,,2,Ferrari,valencia,Valencia Street Circuit,
2169,848,17,2,3,9,13,WEB,2011,European Grand Prix,12,,,,,,-1,Red Bull,valencia,Valencia Street Circuit,
2170,848,17,2,3,9,28,WEB,2011,European Grand Prix,12,,,,,,-1,Red Bull,valencia,Valencia Street Circuit,
2171,848,17,2,3,9,42,WEB,2011,European Grand Prix,12,,,,,,-1,Red Bull,valencia,Valencia Street Circuit,
2174,848,1,3,4,1,12,HAM,2011,European Grand Prix,12,,,,,,-1,McLaren,valencia,Valencia Street Circuit,
2175,848,1,3,4,1,24,HAM,2011,European Grand Prix,12,,,,,,-1,McLaren,valencia,Valencia Street Circuit,
2176,848,1,3,4,1,42,HAM,2011,European Grand Prix,12,,,,,,-1,McLaren,valencia,Valencia Street Circuit,
2193,848,13,5,5,6,15,MAS,2011,European Grand Prix,12,,,,,,0,Ferrari,valencia,Valencia Street Circuit,
2194,848,13,5,5,6,31,MAS,2011,European Grand Prix,12,,,,,,0,Ferrari,valencia,Valencia Street Circuit,
2195,848,13,5,5,6,48,MAS,2011,European Grand Prix,12,,,,,,0,Ferrari,valencia,Valencia Street Circuit,
2177,848,18,6,6,1,14,BUT,2011,European Grand Prix,12,,,,,,0,McLaren,valencia,Valencia Street Circuit,
2178,848,18,6,6,1,30,BUT,2011,European Grand Prix,12,,,,,,0,McLaren,valencia,Valencia Street Circuit,
2179,848,18,6,6,1,48,BUT,2011,European Grand Prix,12,,,,,,0,McLaren,valencia,Valencia Street Circuit,
2235,848,3,7,7,131,12,ROS,2011,European Grand Prix,12,,,,,,0,Mercedes,valencia,Valencia Street Circuit,
2236,848,3,7,7,131,30,ROS,2011,European Grand Prix,12,,,,,,0,Mercedes,valencia,Valencia Street Circuit,
2237,848,3,7,7,131,45,ROS,2011,European Grand Prix,12,,,,,,0,Mercedes,valencia,Valencia Street Circuit,
2205,848,153,18,8,5,19,ALG,2011,European Grand Prix,12,,,,,,10,Toro Rosso,valencia,Valencia Street Circuit,
2206,848,153,18,8,5,42,ALG,2011,European Grand Prix,12,,,,,,10,Toro Rosso,valencia,Valencia Street Circuit,
2209,848,16,10,9,10,12,SUT,2011,European Grand Prix,12,,,,,,1,Force India,valencia,Valencia Street Circuit,
2210,848,16,10,9,10,28,SUT,2011,European Grand Prix,12,,,,,,1,Force India,valencia,Valencia Street Circuit,
2211,848,16,10,9,10,43,SUT,2011,European Grand Prix,12,,,,,,1,Force India,valencia,Valencia Street Circuit,
2187,848,2,9,10,4,11,HEI,2011,European Grand Prix,12,,,,,,-1,Renault,valencia,Valencia Street Circuit,
2188,848,2,9,10,4,27,HEI,2011,European Grand Prix,12,,,,,,-1,Renault,valencia,Valencia Street Circuit,
2189,848,2,9,10,4,40,HEI,2011,European Grand Prix,12,,,,,,-1,Renault,valencia,Valencia Street Circuit,
2229,848,815,16,11,15,25,PER,2011,European Grand Prix,12,,,,,,5,Sauber,valencia,Valencia Street Circuit,
2242,848,22,13,12,3,11,BAR,2011,European Grand Prix,12,,,,,,1,Williams,valencia,Valencia Street Circuit,
2243,848,22,13,12,3,28,BAR,2011,European Grand Prix,12,,,,,,1,Williams,valencia,Valencia Street Circuit,
2244,848,22,13,12,3,40,BAR,2011,European Grand Prix,12,,,,,,1,Williams,valencia,Valencia Street Circuit,
2202,848,67,17,13,5,14,BUE,2011,European Grand Prix,12,,,,,,4,Toro Rosso,valencia,Valencia Street Circuit,
2203,848,67,17,13,5,26,BUE,2011,European Grand Prix,12,,,,,,4,Toro Rosso,valencia,Valencia Street Circuit,
2204,848,67,17,13,5,45,BUE,2011,European Grand Prix,12,,,,,,4,Toro Rosso,valencia,Valencia Street Circuit,
2212,848,814,12,14,10,14,DIR,2011,European Grand Prix,12,,,,,,-2,Force India,valencia,Valencia Street Circuit,
2213,848,814,12,14,10,27,DIR,2011,European Grand Prix,12,,,,,,-2,Force India,valencia,Valencia Street Circuit,
2214,848,814,12,14,10,44,DIR,2011,European Grand Prix,12,,,,,,-2,Force India,valencia,Valencia Street Circuit,
